"N2_PPM","N2O3_PPM","N2O4_PPM","N2O5_PPM","NO2_PPM","NO3_PPM","NO_PPM","O2_PPM","O3_PPM","O_PPM","Phi","T","U:0","U:1","U:2","vtkGhostType","Points:0","Points:1","Points:2"
789950,6.79923e-07,0.0141999,13.8235,212.659,0.0422318,0.104113,209663,160.496,0.000295364,2.65143,344.533,-1.15961,-0.572655,0.0808547,0,-0.128499,-0.00847436,-1.54923e-19
789950,6.84906e-07,0.0142525,13.7293,213.056,0.041929,0.104686,209663,159.985,0.000294378,2.66479,344.533,-1.10564,-0.604744,0.111744,0,-0.127999,-0.00847436,-1.54923e-19
789950,6.86275e-07,0.0142624,13.7184,213.129,0.0418873,0.104855,209663,159.845,0.000294113,2.6681,344.533,-1.14744,-0.528806,0.122108,0,-0.127499,-0.00847436,-1.54923e-19
789950,6.89717e-07,0.0142959,13.6629,213.381,0.0417052,0.105256,209663,159.492,0.000293435,2.67722,344.533,-1.19177,-0.464853,0.137526,0,-0.126999,-0.00847436,-1.54923e-19
789950,6.93806e-07,0.0143365,13.5926,213.687,0.0414767,0.105734,209663,159.082,0.000292646,2.68787,344.534,-1.19237,-0.443675,0.150926,0,-0.126498,-0.00847436,-1.54923e-19
789950,6.95224e-07,0.0143442,13.5865,213.744,0.0414482,0.105918,209663,158.954,0.000292405,2.69082,344.534,-1.17306,-0.376682,0.135628,0,-0.125998,-0.00847436,-1.54923e-19
789951,6.9806e-07,0.0143682,13.5497,213.923,0.0413234,0.106261,209663,158.683,0.000291886,2.69773,344.534,-1.14186,-0.324497,0.121941,0,-0.125498,-0.00847436,-1.54923e-19
789951,7.01285e-07,0.0143941,13.5073,214.118,0.0411821,0.106658,209663,158.403,0.00029135,2.70488,344.534,-1.11785,-0.292438,0.121861,0,-0.124998,-0.00847436,-1.54923e-19
789951,7.03473e-07,0.0144036,13.4971,214.189,0.0411408,0.106953,209663,158.264,0.000291087,2.7082,344.534,-1.092,-0.250456,0.127493,0,-0.124497,-0.00847436,-1.54923e-19
789951,7.0665e-07,0.0144242,13.4656,214.344,0.0410333,0.107359,209663,158.027,0.000290633,2.71427,344.535,-1.06418,-0.214494,0.133643,0,-0.123997,-0.00847436,-1.54923e-19
789951,7.10067e-07,0.0144415,13.4387,214.473,0.0409413,0.107816,209663,157.832,0.00029026,2.71919,344.535,-1.06333,-0.206067,0.142683,0,-0.123497,-0.00847436,-1.54923e-19
789951,7.14616e-07,0.0144616,13.407,214.623,0.0408355,0.108429,209663,157.611,0.000289837,2.72497,344.535,-1.06963,-0.22503,0.139486,0,-0.122997,-0.00847436,-1.54923e-19
789951,7.20075e-07,0.0144919,13.3562,214.849,0.0406698,0.109144,209663,157.299,0.000289237,2.73328,344.535,-1.08163,-0.244399,0.141274,0,-0.122496,-0.00847436,-1.54923e-19
789951,7.25436e-07,0.0145108,13.3229,214.99,0.0405641,0.109886,209663,157.116,0.000288886,2.73818,344.535,-1.08206,-0.246651,0.122258,0,-0.121996,-0.00847436,-1.54923e-19
789951,7.33956e-07,0.0145465,13.2555,215.255,0.0403592,0.111035,209663,156.808,0.00028829,2.74703,344.535,-1.08136,-0.256279,0.0957863,0,-0.121496,-0.00847436,-1.54923e-19
789951,7.43534e-07,0.0145952,13.1647,215.617,0.0400795,0.1123,209663,156.376,0.000287454,2.75928,344.536,-1.08029,-0.264075,0.0708943,0,-0.120996,-0.00847436,-1.54923e-19
789952,7.53171e-07,0.0146316,13.0919,215.884,0.0398663,0.113608,209663,156.099,0.000286915,2.76757,344.536,-1.10309,-0.273557,0.0501713,0,-0.120496,-0.00847436,-1.54923e-19
789952,7.68516e-07,0.0147034,12.9481,216.412,0.0394467,0.11563,209663,155.554,0.000285856,2.78423,344.536,-1.15937,-0.292239,0.0560619,0,-0.119995,-0.00847436,-1.54923e-19
789952,7.84527e-07,0.0147877,12.783,217.035,0.0389559,0.117713,209663,154.876,0.000284539,2.8045,344.536,-1.20837,-0.3165,0.0598889,0,-0.119495,-0.00847436,-1.54923e-19
789952,7.97164e-07,0.0148378,12.6796,217.399,0.0386646,0.119392,209663,154.531,0.000283865,2.81546,344.536,-1.25749,-0.272478,0.00294713,0,-0.118995,-0.00847436,-1.54923e-19
789952,8.16089e-07,0.0149295,12.4946,218.067,0.0381364,0.121837,209663,153.861,0.000282561,2.83667,344.536,-1.33022,-0.234858,-0.0553972,0,-0.118495,-0.00847436,-1.54923e-19
789953,8.33938e-07,0.0150229,12.3099,218.751,0.0375994,0.12413,209663,153.142,0.000281164,2.85899,344.536,-1.38246,-0.201977,-0.101882,0,-0.117994,-0.00847436,-1.54923e-19
789953,8.47576e-07,0.0150858,12.1829,219.204,0.0372463,0.125875,209663,152.699,0.000280303,2.87315,344.536,-1.39589,-0.158953,-0.152456,0,-0.117494,-0.00847436,-1.54923e-19
789953,8.65738e-07,0.0151792,11.9968,219.88,0.0367229,0.128163,209663,152.017,0.000278977,2.89523,344.536,-1.4218,-0.112573,-0.203555,0,-0.116994,-0.00847436,-1.54923e-19
789953,8.80711e-07,0.0152601,11.8383,220.467,0.0362694,0.130045,209663,151.398,0.000277777,2.91479,344.536,-1.43061,-0.0808311,-0.238373,0,-0.116494,-0.00847436,-1.54923e-19
789954,8.97083e-07,0.0153506,11.6602,221.116,0.0357761,0.132051,209663,150.739,0.000276498,2.9362,344.536,-1.46225,-0.047539,-0.267903,0,-0.115993,-0.00847436,-1.54923e-19
789954,9.15217e-07,0.0154525,11.4601,221.846,0.0352215,0.134262,209663,149.995,0.000275055,2.96084,344.536,-1.49781,-0.0104921,-0.303126,0,-0.115493,-0.00847436,-1.54923e-19
789954,9.28944e-07,0.0155343,11.302,222.436,0.0347736,0.135935,209663,149.364,0.000273834,2.98073,344.536,-1.50419,0.0109829,-0.323673,0,-0.114993,-0.00847436,-1.54923e-19
789954,9.45363e-07,0.0156326,11.1081,223.135,0.0342478,0.137879,209663,148.67,0.000272489,3.00448,344.536,-1.52251,0.0302608,-0.351073,0,-0.114493,-0.00847436,-1.54923e-19
789955,9.61143e-07,0.0157278,10.9214,223.812,0.0337389,0.139749,209663,147.987,0.000271166,3.02806,344.536,-1.53161,0.0513395,-0.379104,0,-0.113992,-0.00847436,-1.54923e-19
789955,9.74577e-07,0.015817,10.7487,224.452,0.0332562,0.141333,209663,147.314,0.000269862,3.04967,344.536,-1.5699,0.0530413,-0.397744,0,-0.113492,-0.00847436,-1.54923e-19
789955,9.85321e-07,0.0158921,10.599,224.981,0.0328596,0.142539,209662,146.809,0.000268883,3.0677,344.536,-1.63597,0.0613578,-0.404591,0,-0.112992,-0.00847436,-1.54923e-19
789955,9.97225e-07,0.0159747,10.4383,225.568,0.0324212,0.143901,209662,146.209,0.000267721,3.08881,344.536,-1.68023,0.0687978,-0.411162,0,-0.112492,-0.00847436,-1.54923e-19
789955,1.00512e-06,0.016035,10.3189,225.999,0.0320952,0.144791,209662,145.782,0.000266892,3.10286,344.536,-1.7293,0.0695157,-0.435623,0,-0.111992,-0.00847436,-1.54923e-19
789955,1.00917e-06,0.0160716,10.2419,226.254,0.0318986,0.145204,209662,145.571,0.000266479,3.11098,344.536,-1.76,0.068319,-0.443451,0,-0.111491,-0.00847436,-1.54923e-19
789956,1.01693e-06,0.0161311,10.1263,226.678,0.0315826,0.146071,209662,145.138,0.00026564,3.12617,344.536,-1.78299,0.0730185,-0.45772,0,-0.110991,-0.00847436,-1.54923e-19
789956,1.01882e-06,0.0161568,10.0703,226.859,0.0314383,0.146235,209662,144.999,0.000265367,3.1313,344.536,-1.77036,0.044955,-0.434527,0,-0.110491,-0.00847436,-1.54923e-19
789956,1.01891e-06,0.0161708,10.0359,226.956,0.0313565,0.146184,209662,144.957,0.000265279,3.13357,344.536,-1.72966,0.00950929,-0.398649,0,-0.109991,-0.00847436,-1.54923e-19
789956,1.02273e-06,0.0162077,9.96254,227.218,0.0311589,0.146578,209662,144.702,0.000264784,3.14263,344.536,-1.72139,0.00331614,-0.37835,0,-0.10949,-0.00847436,-1.54923e-19
789956,1.02029e-06,0.0162067,9.95977,227.211,0.0311571,0.146233,209662,144.744,0.000264861,3.14158,344.536,-1.67207,0.00299152,-0.341813,0,-0.10899,-0.00847436,-1.54923e-19
789956,1.01805e-06,0.0162068,9.95632,227.211,0.031152,0.145914,209662,144.769,0.000264906,3.14103,344.536,-1.61696,0.00599697,-0.305004,0,-0.10849,-0.00847436,-1.54923e-19
789956,1.01618e-06,0.0162092,9.94778,227.228,0.0311337,0.145634,209662,144.781,0.000264926,3.14099,344.536,-1.59022,0.0250529,-0.283704,0,-0.10799,-0.00847436,-1.54923e-19
789956,1.01115e-06,0.0161921,9.97911,227.107,0.0312193,0.144991,209662,144.916,0.000265187,3.13636,344.536,-1.54291,0.0768188,-0.293422,0,-0.107489,-0.00847436,-1.54923e-19
789956,1.00711e-06,0.0161814,10.0002,227.033,0.0312742,0.144464,209662,144.987,0.000265323,3.1338,344.536,-1.49225,0.130342,-0.287805,0,-0.106989,-0.00847436,-1.54923e-19
789956,1.00081e-06,0.0161561,10.0377,226.853,0.0313899,0.143664,209662,145.259,0.00026584,3.12546,344.535,-1.49865,0.150829,-0.312955,0,-0.106489,-0.00847436,-1.54923e-19
789955,9.94069e-07,0.0161292,10.0807,226.663,0.0315152,0.142818,209662,145.518,0.000266334,3.11724,344.535,-1.5184,0.184979,-0.359648,0,-0.105989,-0.00847436,-1.54923e-19
789955,9.88145e-07,0.0161078,10.1157,226.513,0.0316149,0.142067,209662,145.716,0.00026671,3.11095,344.535,-1.52172,0.223413,-0.378109,0,-0.105488,-0.00847436,-1.54923e-19
789955,9.79731e-07,0.0160706,10.1624,226.247,0.0317727,0.141009,209662,146.179,0.000267586,3.09746,344.535,-1.53342,0.227874,-0.388533,0,-0.104988,-0.00847436,-1.54923e-19
789955,9.71161e-07,0.0160351,10.2098,225.994,0.0319248,0.139933,209662,146.597,0.000268375,3.08513,344.534,-1.54795,0.237235,-0.387427,0,-0.104488,-0.00847436,-1.54923e-19
789955,9.63964e-07,0.0160065,10.241,225.79,0.032037,0.139022,209662,146.983,0.000269104,3.07427,344.534,-1.55149,0.248573,-0.380597,0,-0.103988,-0.00847436,-1.54923e-19
789955,9.54567e-07,0.0159657,10.2835,225.497,0.0321962,0.137838,209662,147.559,0.000270186,3.05832,344.533,-1.54265,0.245748,-0.342552,0,-0.103487,-0.00847436,-1.54923e-19
789954,9.44896e-07,0.0159243,10.3291,225.201,0.0323596,0.136622,209662,148.119,0.000271242,3.04266,344.533,-1.53357,0.24493,-0.29612,0,-0.102987,-0.00847436,-1.54923e-19
789954,9.37661e-07,0.0158951,10.3426,224.989,0.0324478,0.135699,209662,148.659,0.000272251,3.0288,344.532,-1.52966,0.23702,-0.277272,0,-0.102487,-0.00847436,-1.54923e-19
789954,9.27455e-07,0.0158477,10.3872,224.648,0.0326251,0.134422,209662,149.363,0.000273575,3.00997,344.531,-1.50283,0.22413,-0.247071,0,-0.101987,-0.00847436,-1.54923e-19
789954,9.17712e-07,0.0158038,10.4274,224.333,0.032786,0.133201,209661,150.021,0.00027481,2.99248,344.53,-1.47655,0.215478,-0.216188,0,-0.101487,-0.00847436,-1.54923e-19
789953,9.1019e-07,0.0157676,10.4378,224.068,0.032887,0.132256,209661,150.742,0.000276158,2.97471,344.529,-1.48356,0.193859,-0.211195,0,-0.100986,-0.00847436,-1.54923e-19
789953,9.00448e-07,0.0157149,10.4825,223.686,0.0330781,0.131058,209661,151.568,0.000277709,2.9535,344.528,-1.47902,0.170609,-0.211556,0,-0.100486,-0.00847436,-1.54923e-19
789953,8.91067e-07,0.0156666,10.5201,223.338,0.0332463,0.1299,209661,152.344,0.000279166,2.93374,344.527,-1.47189,0.156583,-0.205347,0,-0.0999858,-0.00847436,-1.54923e-19
789952,8.85505e-07,0.0156265,10.5326,223.042,0.0333607,0.129248,209661,153.142,0.000280657,2.91471,344.526,-1.47977,0.0888227,-0.226055,0,-0.0994856,-0.00847436,-1.54923e-19
789952,8.78095e-07,0.015572,10.5776,222.646,0.0335572,0.128389,209661,154.007,0.000282284,2.89321,344.525,-1.47985,0.0166413,-0.252762,0,-0.0989854,-0.00847436,-1.54923e-19
789952,8.72729e-07,0.015531,10.5949,222.347,0.0336791,0.127776,209660,154.783,0.000283736,2.87469,344.523,-1.47434,-0.0517876,-0.268837,0,-0.0984851,-0.00847436,-1.54923e-19
789951,8.71328e-07,0.015494,10.6122,222.074,0.0337928,0.127721,209660,155.476,0.000285034,2.85846,344.522,-1.44506,-0.164853,-0.296633,0,-0.0979849,-0.00847436,-1.54923e-19
789951,8.69408e-07,0.0154515,10.6418,221.763,0.0339377,0.127613,209660,156.195,0.000286384,2.84134,344.521,-1.41297,-0.280172,-0.325641,0,-0.0974847,-0.00847436,-1.54923e-19
789951,8.7196e-07,0.0154349,10.6199,221.638,0.0339413,0.128056,209660,156.728,0.000287373,2.82996,344.52,-1.38279,-0.374573,-0.339529,0,-0.0969844,-0.00847436,-1.54923e-19
789951,8.81401e-07,0.0154367,10.5722,221.646,0.0338604,0.129435,209660,157.049,0.000287959,2.82432,344.52,-1.33847,-0.439142,-0.330796,0,-0.0964842,-0.00847436,-1.54923e-19
789951,8.90018e-07,0.0154352,10.5293,221.63,0.0337945,0.130709,209660,157.406,0.000288611,2.81774,344.519,-1.29184,-0.513532,-0.324832,0,-0.095984,-0.00847436,-1.54923e-19
789950,9.04778e-07,0.0154638,10.4306,221.83,0.0335723,0.132746,209660,157.516,0.000288787,2.81831,344.518,-1.30087,-0.530405,-0.309166,0,-0.0954837,-0.00847436,-1.54923e-19
789950,9.26641e-07,0.0155144,10.2905,222.188,0.0332332,0.13573,209659,157.449,0.000288623,2.82408,344.517,-1.34455,-0.507731,-0.277868,0,-0.0949835,-0.00847436,-1.54923e-19
789950,9.46336e-07,0.0155553,10.1671,222.477,0.0329427,0.13844,209659,157.473,0.000288629,2.82736,344.517,-1.36545,-0.501929,-0.24416,0,-0.0944832,-0.00847436,-1.54923e-19
789951,9.67274e-07,0.0156116,10.0225,222.874,0.0325888,0.141234,209659,157.323,0.000288308,2.83515,344.516,-1.42848,-0.459822,-0.260398,0,-0.093983,-0.00847436,-1.54923e-19
789951,9.93321e-07,0.0156793,9.854,223.353,0.0321708,0.144721,209659,157.1,0.000287844,2.84529,344.515,-1.49507,-0.418997,-0.277371,0,-0.0934828,-0.00847436,-1.54923e-19
789951,1.01355e-06,0.0157294,9.71844,223.706,0.0318447,0.147442,209659,157.018,0.000287651,2.8513,344.515,-1.54831,-0.376924,-0.281727,0,-0.0929825,-0.00847436,-1.54923e-19
789951,1.02788e-06,0.0157665,9.61717,223.965,0.0316052,0.149341,209659,156.97,0.000287531,2.85552,344.514,-1.5752,-0.381566,-0.315516,0,-0.0924823,-0.00847436,-1.54923e-19
789951,1.0454e-06,0.015811,9.50014,224.277,0.0313244,0.15167,209659,156.877,0.000287325,2.86122,344.514,-1.60204,-0.388825,-0.349996,0,-0.0919821,-0.00847436,-1.54923e-19
789951,1.05064e-06,0.015819,9.45353,224.331,0.0312348,0.152391,209658,157.054,0.000287641,2.85871,344.513,-1.63354,-0.366779,-0.339277,0,-0.0914818,-0.00847436,-1.54923e-19
789950,1.05171e-06,0.0158146,9.43453,224.296,0.0312157,0.152566,209658,157.295,0.000288085,2.85388,344.512,-1.65703,-0.347131,-0.277342,0,-0.0909816,-0.00847436,-1.54923e-19
789950,1.05648e-06,0.0158177,9.39862,224.314,0.0311527,0.153246,209658,157.499,0.000288454,2.85042,344.512,-1.68857,-0.333687,-0.223773,0,-0.0904814,-0.00847436,-1.54923e-19
789950,1.04806e-06,0.0157609,9.47407,223.906,0.0313962,0.15229,209658,158.18,0.000289746,2.83308,344.511,-1.74742,-0.3374,-0.0921691,0,-0.0899811,-0.00847436,-1.54923e-19
789950,1.03346e-06,0.0156884,9.58691,223.387,0.0317324,0.15052,209658,158.922,0.000291164,2.81321,344.511,-1.83128,-0.35212,0.0655375,0,-0.0894809,-0.00847436,-1.54923e-19
789950,1.02615e-06,0.0156465,9.65775,223.087,0.0319374,0.149643,209658,159.311,0.00029191,2.80257,344.511,-1.81414,-0.389188,0.0672389,0,-0.0889807,-0.00847436,-1.54923e-19
789949,1.01302e-06,0.0155767,9.78508,222.588,0.0322924,0.148064,209658,159.891,0.00029303,2.78612,344.51,-1.80562,-0.471049,0.089798,0,-0.0884804,-0.00847436,-1.54923e-19
789949,1.0004e-06,0.0155124,9.90438,222.126,0.032625,0.14652,209658,160.413,0.000294039,2.7713,344.51,-1.77105,-0.504244,0.109432,0,-0.0879802,-0.00847436,-1.54923e-19
789949,9.8986e-07,0.0154601,10.0026,221.75,0.0329001,0.145204,209658,160.832,0.000294853,2.75941,344.51,-1.74033,-0.478386,0.0790087,0,-0.0874799,-0.00847436,-1.54923e-19
789949,9.75242e-07,0.0153939,10.1282,221.274,0.0332506,0.143362,209658,161.355,0.000295866,2.74452,344.51,-1.69267,-0.453692,0.07613,0,-0.0869797,-0.00847436,-1.54923e-19
789949,9.53187e-07,0.0153039,10.2991,220.626,0.0337281,0.140542,209658,162.066,0.000297246,2.7244,344.51,-1.63108,-0.446352,0.101394,0,-0.0864795,-0.00847436,-1.54923e-19
789948,9.33424e-07,0.0152251,10.4505,220.055,0.0341549,0.13797,209658,162.688,0.000298453,2.70699,344.51,-1.59855,-0.404013,0.153101,0,-0.0859792,-0.00847436,-1.54923e-19
789948,9.18879e-07,0.0151651,10.5667,219.62,0.0344819,0.136081,209658,163.155,0.000299361,2.69387,344.51,-1.53602,-0.357633,0.153634,0,-0.085479,-0.00847436,-1.54923e-19
789948,8.97673e-07,0.0150846,10.7208,219.037,0.0349187,0.1333,209658,163.794,0.000300603,2.67617,344.51,-1.4744,-0.329241,0.162392,0,-0.0849788,-0.00847436,-1.54923e-19
789948,8.80154e-07,0.0150179,10.8498,218.551,0.0352858,0.130987,209658,164.321,0.000301628,2.66165,344.509,-1.42881,-0.305112,0.167169,0,-0.0844785,-0.00847436,-1.54923e-19
789948,8.74112e-07,0.0149898,10.9055,218.346,0.0354426,0.130207,209658,164.532,0.00030204,2.65573,344.509,-1.37438,-0.288648,0.129807,0,-0.0839783,-0.00847436,-1.54923e-19
789948,8.69876e-07,0.0149677,10.9497,218.185,0.0355663,0.129674,209658,164.696,0.000302359,2.65113,344.509,-1.32536,-0.267726,0.105055,0,-0.0834781,-0.00847436,-1.54923e-19
789948,8.60639e-07,0.0149311,11.0229,217.918,0.0357725,0.128455,209658,164.97,0.000302894,2.64348,344.509,-1.29866,-0.240382,0.0867466,0,-0.0829778,-0.00847436,-1.54923e-19
789947,8.5754e-07,0.0149131,11.0605,217.787,0.0358761,0.12807,209658,165.091,0.000303132,2.63995,344.509,-1.27217,-0.231383,0.0765817,0,-0.0824776,-0.00847436,-1.54923e-19
789947,8.59862e-07,0.0149109,11.0679,217.771,0.0358918,0.12843,209658,165.084,0.00030312,2.63987,344.509,-1.25481,-0.216039,0.0537183,0,-0.0819773,-0.00847436,-1.54923e-19
789947,8.58489e-07,0.0148979,11.0965,217.677,0.0359682,0.128284,209658,165.159,0.00030327,2.63753,344.509,-1.24149,-0.19448,0.034722,0,-0.0814771,-0.00847436,-1.54923e-19
789947,8.52935e-07,0.0148735,11.1465,217.499,0.036108,0.127562,209658,165.333,0.000303611,2.63258,344.509,-1.22912,-0.170127,0.0289667,0,-0.0809769,-0.00847436,-1.54923e-19
789947,8.50573e-07,0.0148556,11.1838,217.368,0.0362107,0.127289,209658,165.453,0.000303847,2.6291,344.509,-1.2291,-0.146137,0.0254458,0,-0.0804766,-0.00847436,-1.54923e-19
789947,8.50511e-07,0.0148418,11.2148,217.268,0.0362927,0.127345,209658,165.529,0.000303999,2.62667,344.509,-1.22002,-0.115031,0.0175216,0,-0.0799764,-0.00847436,-1.54923e-19
789947,8.42475e-07,0.0148052,11.2875,217,0.0364996,0.126303,209659,165.809,0.000304544,2.619,344.509,-1.21632,-0.070664,0.0206995,0,-0.0794762,-0.00847436,-1.54923e-19
789947,8.3601e-07,0.0147681,11.3628,216.729,0.0367119,0.125497,209659,166.079,0.000305073,2.61146,344.509,-1.21105,-0.0212253,0.0379979,0,-0.0789759,-0.00847436,-1.54923e-19
789947,8.39874e-07,0.0147475,11.4123,216.579,0.0368395,0.126172,209659,166.169,0.000305257,2.60824,344.51,-1.19044,0.0407248,0.0472499,0,-0.0784757,-0.00847436,-1.54923e-19
789947,8.50707e-07,0.0147328,11.4521,216.472,0.0369347,0.127868,209659,166.196,0.00030532,2.60656,344.51,-1.1724,0.108534,0.0510955,0,-0.0779755,-0.00847436,-1.54923e-19
789947,8.62391e-07,0.0147157,11.4987,216.348,0.0370467,0.129705,209659,166.227,0.000305392,2.60461,344.51,-1.1521,0.180015,0.0516813,0,-0.0774752,-0.00847436,-1.54923e-19
789947,8.94057e-07,0.0147229,11.5037,216.403,0.0370258,0.134437,209659,166.016,0.000304997,2.60864,344.51,-1.13495,0.213951,0.0480228,0,-0.076975,-0.00847436,-1.54923e-19
789947,9.56816e-07,0.0147574,11.4567,216.659,0.0368444,0.143694,209659,165.568,0.000304145,2.61891,344.511,-1.14178,0.227648,0.0447055,0,-0.0764748,-0.00847436,-1.54923e-19
789948,1.03654e-06,0.0148021,11.3939,216.99,0.0366086,0.155405,209659,165.005,0.000303072,2.63201,344.511,-1.1561,0.225962,0.0429588,0,-0.0759745,-0.00847436,-1.54923e-19
789948,1.13662e-06,0.0148625,11.305,217.436,0.0362876,0.170045,209659,164.28,0.000301687,2.64922,344.512,-1.17734,0.202425,0.0437437,0,-0.0754743,-0.00847436,-1.54923e-19
789948,1.30859e-06,0.0149725,11.1337,218.243,0.0356986,0.194971,209659,163.044,0.000299324,2.67955,344.513,-1.2079,0.162992,0.0615116,0,-0.074974,-0.00847436,-1.54923e-19
789949,1.55876e-06,0.0151318,10.8881,219.406,0.0348638,0.230834,209659,161.258,0.000295911,2.72413,344.514,-1.24118,0.143162,0.0873118,0,-0.0744738,-0.00847436,-1.54923e-19
789950,1.8114e-06,0.0152904,10.6517,220.56,0.0340554,0.266736,209659,159.434,0.000292433,2.77029,344.516,-1.26057,0.144031,0.102606,0,-0.0739736,-0.00847436,-1.54923e-19
789951,2.13137e-06,0.0154885,10.3589,221.993,0.0330641,0.311761,209659,157.161,0.000288104,2.82913,344.517,-1.28019,0.171169,0.11886,0,-0.0734733,-0.00847436,-1.54923e-19
789952,2.52556e-06,0.0157255,10.011,223.692,0.0319095,0.366308,209660,154.469,0.000282986,2.90132,344.519,-1.33504,0.213562,0.132368,0,-0.0729731,-0.00847436,-1.54923e-19
789953,2.88096e-06,0.0159341,9.70698,225.177,0.0309144,0.414878,209660,152.114,0.000278511,2.96651,344.521,-1.39819,0.250423,0.123221,0,-0.0724729,-0.00847436,-1.54923e-19
789954,3.20001e-06,0.0161187,9.43949,226.487,0.0300439,0.45824,209660,150.029,0.000274555,3.02542,344.523,-1.45845,0.282114,0.100251,0,-0.0719726,-0.00847436,-1.54923e-19
789954,3.47726e-06,0.0162726,9.21183,227.569,0.0293281,0.49532,209660,148.357,0.000271384,3.07486,344.524,-1.51412,0.283707,0.0652504,0,-0.0714724,-0.00847436,-1.54923e-19
789955,3.65383e-06,0.0163693,9.05887,228.243,0.0288722,0.518595,209660,147.395,0.000269555,3.10462,344.525,-1.53586,0.281035,0.00721641,0,-0.0709722,-0.00847436,-1.54923e-19
789955,3.82656e-06,0.0164648,8.90666,228.911,0.0284169,0.541538,209660,146.445,0.000267748,3.13405,344.525,-1.54559,0.286014,-0.0476701,0,-0.0704719,-0.00847436,-1.54923e-19
789955,3.99631e-06,0.0165595,8.7535,229.574,0.0279614,0.564197,209660,145.519,0.000265984,3.16311,344.526,-1.54578,0.307724,-0.105232,0,-0.0699717,-0.00847436,-1.54923e-19
789956,4.25904e-06,0.0166963,8.54371,230.526,0.0273303,0.598845,209660,144.112,0.000263313,3.20818,344.526,-1.5443,0.323536,-0.116934,0,-0.0694714,-0.00847436,-1.54923e-19
789957,4.58605e-06,0.0168622,8.29943,231.673,0.0265904,0.641502,209660,142.35,0.000259979,3.26552,344.528,-1.54212,0.317658,-0.0789494,0,-0.0689712,-0.00847436,-1.54923e-19
789957,4.87183e-06,0.01702,8.06716,232.771,0.0258808,0.679179,209661,140.66,0.000256779,3.32008,344.529,-1.55372,0.321672,-0.0290496,0,-0.068471,-0.00847436,-1.54923e-19
789958,5.14462e-06,0.0171701,7.84922,233.809,0.0252217,0.714744,209661,139.051,0.000253735,3.37383,344.53,-1.55787,0.292633,0.0627264,0,-0.0679707,-0.00847436,-1.54923e-19
789958,5.26395e-06,0.0172444,7.72958,234.318,0.0248898,0.729757,209661,138.36,0.000252423,3.39923,344.53,-1.52879,0.260075,0.128799,0,-0.0674705,-0.00847436,-1.54923e-19
789958,5.2405e-06,0.0172612,7.67942,234.434,0.0247867,0.726367,209661,138.382,0.000252449,3.40045,344.53,-1.49342,0.232236,0.16954,0,-0.0669703,-0.00847436,-1.54923e-19
789958,5.10035e-06,0.0172406,7.66878,234.297,0.0248219,0.70813,209660,138.907,0.000253415,3.38427,344.529,-1.46025,0.206682,0.185162,0,-0.06647,-0.00847436,-1.54923e-19
789957,4.81452e-06,0.0171472,7.74757,233.652,0.0251612,0.670391,209660,140.349,0.000256106,3.33951,344.528,-1.39715,0.188169,0.18141,0,-0.0659698,-0.00847436,-1.54923e-19
789957,4.48633e-06,0.0170245,7.86554,232.799,0.025634,0.62647,209660,142.144,0.00025947,3.28563,344.526,-1.33339,0.139776,0.205598,0,-0.0654696,-0.00847436,-1.54923e-19
789956,4.10223e-06,0.0168915,7.98403,231.875,0.0261322,0.575337,209660,144.162,0.000263245,3.22577,344.523,-1.27884,0.0935859,0.21809,0,-0.0649693,-0.00847436,-1.54923e-19
789955,3.66612e-06,0.0167371,8.12124,230.8,0.0267158,0.51688,209659,146.516,0.000267651,3.15782,344.521,-1.2247,0.0345609,0.235017,0,-0.0644691,-0.00847436,-1.54923e-19
789954,3.31727e-06,0.0165866,8.26615,229.742,0.0273028,0.469639,209659,148.738,0.000271821,3.09596,344.518,-1.187,-0.0289481,0.231086,0,-0.0639689,-0.00847436,-1.54923e-19
789953,3.06838e-06,0.0164609,8.38445,228.855,0.0277856,0.43593,209659,150.615,0.000275343,3.04531,344.516,-1.1642,-0.0798319,0.178259,0,-0.0634686,-0.00847436,-1.54923e-19
789952,2.78844e-06,0.0163448,8.46643,228.033,0.0282003,0.397853,209658,152.565,0.000278993,2.9947,344.514,-1.13163,-0.136604,0.111729,0,-0.0629684,-0.00847436,-1.54923e-19
789952,2.62813e-06,0.0162592,8.51923,227.423,0.0284902,0.376018,209658,154.06,0.00028179,2.95727,344.512,-1.10049,-0.18602,-0.000988674,0,-0.0624681,-0.00847436,-1.54923e-19
789952,2.70985e-06,0.0162684,8.45516,227.481,0.0283585,0.387561,209658,154.327,0.000282269,2.95313,344.511,-1.06986,-0.218684,-0.145371,0,-0.0619679,-0.00847436,-1.54923e-19
789952,2.87402e-06,0.0163292,8.31644,227.902,0.0279949,0.4102,209658,154.026,0.000281667,2.96464,344.51,-1.0412,-0.245182,-0.253962,0,-0.0614677,-0.00847436,-1.54923e-19
789952,3.07117e-06,0.0164073,8.15628,228.445,0.0275581,0.437265,209658,153.502,0.000280647,2.98232,344.51,-0.985473,-0.287584,-0.354952,0,-0.0609674,-0.00847436,-1.54923e-19
789952,3.39812e-06,0.0165463,7.93368,229.415,0.0268833,0.481821,209658,152.113,0.000277999,3.02274,344.511,-0.98218,-0.270457,-0.364587,0,-0.0604672,-0.00847436,-1.54923e-19
